Código,Apartamento,Bairro,Zona,Quartos,Banheiros,Vagas,Metragem,Valor_da_Venda,valor_m2,media_valor_m2_bairro,media_valor_m2_zona
133472,Apartamento   Padrão,Jardim Joao Rossi,Zona Sul,2,1,1,42.0,110000.0,2619.04761904762,2950.48145403395,7019.92781217448
105224,APARTAMENTO PRÓXIMO À RUA JAVARI,Residencial das Americas,Zona Norte,2,1,1,40.0,110000.0,2750.0,3341.29895223855,4316.94719953754
242120,Apartamento de 42m² com 02 quartos à venda   Jardim Zara,Jardim Zara,Zona Leste,2,1,1,42.0,110000.0,2619.04761904762,3994.52759311292,4646.24632076016
187730,APARTAMENTO PRÓXIMO À RODOVIA ANHANGUERA,Quintino Facci II,Zona Norte,2,1,1,48.0,110000.0,2291.66666666667,3658.03558245004,4316.94719953754
107537,APARTAMENTO NO JARDIM JOÃO ROSSI,Jardim Joao Rossi,Zona Sul,2,1,1,63.0,112000.0,1777.77777777778,2950.48145403395,7019.92781217448
219623,Apartamento de 39m² com 02 quartos para locação e venda   Residencial das Américas,Residencial das Americas,Zona Norte,2,1,1,39.0,115000.0,2948.71794871795,3341.29895223855,4316.94719953754
227555,Apartamento de 44m² com 02 quartos à venda   Jardim Eugênio Mendes Lopes,Jardim Eugenio Mendes Lopes,Zona Oeste,2,2,1,44.0,115000.0,2613.63636363636,3240.00999000999,4568.83198282477
195914,Apartamento de 39m² com 02 quartos para venda   Residencial das Américas,Residencial das Americas,Zona Norte,2,1,1,39.0,117000.0,3000.0,3341.29895223855,4316.94719953754
230963,Apartamento de 43m² com 02 quartos á venda e locação   Vitta Heitor Rigon III,Jardim Heitor Rigon,Zona Norte,2,1,1,43.0,120000.0,2790.6976744186,3530.62855692946,4316.94719953754
245486,Apartamento/Padrão   2 quartos para venda   Conjunto Habitacional João Rossi,Jardim Joao Rossi,Zona Sul,2,1,1,42.0,120000.0,2857.14285714286,2950.48145403395,7019.92781217448
245045,Apartamento de 48m² com 02 quartos para venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,48.0,120000.0,2500.0,3530.62855692946,4316.94719953754
236381,Apartamento de 48m² com 02 quartos à venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,48.0,120000.0,2500.0,3530.62855692946,4316.94719953754
231203,Apartamento de 43m² com 02 quartos á venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,43.0,120000.0,2790.6976744186,3530.62855692946,4316.94719953754
231176,Apartamento de 41m² com 02 quartos para venda   João Rossi,Jardim Joao Rossi,Zona Sul,2,1,1,41.0,120000.0,2926.82926829268,2950.48145403395,7019.92781217448
222149,Apartamento de 45m² com 01 quarto à venda   Centro,Centro,Centro,1,1,1,45.0,120000.0,2666.66666666667,3969.0889863009,4114.37759196461
215543,Apartamento de 44m² com 02 quartos para locação   Ipiranga,Jardim Herculano Fernandes,Zona Oeste,2,1,1,44.0,120000.0,2727.27272727273,2727.27272727273,4568.83198282477
197162,APARTAMENTO NA VILA VIRGINIA,Vila Virginia,Zona Oeste,2,1,1,62.0,120000.0,1935.48387096774,4199.44386633332,4568.83198282477
190163,Apartamento de 47m² com 02 quartos à venda   Jardim das Palmeiras,Conjunto Habitacional Jardim das Palmeiras,Zona Norte,2,1,1,47.0,120000.0,2553.1914893617,3512.02019163783,4316.94719953754
163445,Apartamento de 40m² com com 02 quartos para locação e venda   Parque dos Pinus,Parque dos Pinus,Zona Norte,2,1,1,40.0,127700.0,3192.5,4176.00482723577,4316.94719953754
223070,Apartamento de 44m² 02 quartos para locação   Geraldo Correia de Carvalho,Geraldo Correia de Carvalho,Zona Norte,2,1,1,44.0,135000.0,3068.18181818182,3405.81955922865,4316.94719953754
216842,Apartamento de 40m² com 02 quartos à venda   Reserva Real,Reserva Real,Zona Sul,2,1,1,40.0,135000.0,3375.0,4252.08579993765,7019.92781217448
202475,Apartamento de 42 m² com 2 quartos   Vila Pompeia,Ipiranga,Zona Oeste,2,1,1,42.0,137800.0,3280.95238095238,4227.19529650629,4568.83198282477
238052,Apartamento de 48m² com 02 quartos para locação e venda   Parque São Sebastião,Parque Sao Sebastiao,Zona Leste,2,1,1,48.0,139000.0,2895.83333333333,4018.24997986766,4646.24632076016
130730,Apartamento de 42m² com 02 quartos para a locação e venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,42.0,140000.0,3333.33333333333,3530.62855692946,4316.94719953754
210416,Apartamento de 43m² com 02 quartos à venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,43.0,140000.0,3255.81395348837,3530.62855692946,4316.94719953754
205916,Apartamento de 39m² com 02 quartos para locação   Residencial das Américas,Residencial das Americas,Zona Norte,2,1,1,39.0,140000.0,3589.74358974359,3341.29895223855,4316.94719953754
221180,Apartamento de 42m² com 02 quartos para locação e venda   Jardim José Wilson Toni,Jardim Jose Wilson Toni,Zona Norte,2,1,1,42.0,140000.0,3333.33333333333,3558.22945254947,4316.94719953754
201353,Apartamento de 42m² com 02 quartos   Valentina Figueiredo,Valentina Figueiredo,Zona Norte,2,1,1,42.0,140000.0,3333.33333333333,3736.9036213197,4316.94719953754
222506,Apartamento de 42m² com 02 quartos para venda e locação   Valentina Figueiredo,Valentina Figueiredo,Zona Norte,2,1,1,42.0,140000.0,3333.33333333333,3736.9036213197,4316.94719953754
201302,Apartamento de 40m² com 02 quartos para venda e locação   Jardim Ouro Branco,Jardim Ouro Branco,Zona Leste,2,1,1,40.0,140000.0,3500.0,4456.14834639336,4646.24632076016
228299,Apartamento de 41m² com 02 quartos para venda e locação   Conjunto Habitacional Sílvio Passalacqua,Conjunto Habitacional Silvio Passalacqua,Zona Oeste,2,1,1,41.0,149000.0,3634.14634146342,3620.71440927175,4568.83198282477
151295,Apartamento de 46m² com 02 quartos para locação   Ipiranga,Ipiranga,Zona Oeste,2,1,1,46.0,149000.0,3239.13043478261,4227.19529650629,4568.83198282477
83258,Apartamento de 49m² com 01 quarto à venda   Bairro Jardim Macedo,Jardim Macedo,Zona Leste,1,1,1,49.0,150000.0,3061.22448979592,4049.64935899923,4646.24632076016
201677,Apartamento de 44m² com 2 quartos para locação e venda   Nova Califórnia,Jardim California,Zona Sul,2,1,1,44.0,150000.0,3409.09090909091,7048.58207831218,7019.92781217448
201014,Apartamento de 42m² com 02 quartos para locação e venda   Jardim Florestan Fernandes,Jardim Florestan Fernandes,Zona Norte,2,1,1,42.0,155000.0,3690.47619047619,4173.34114617131,4316.94719953754
226037,Apartamento de 43m² com 02 quartos à venda   Reserva Macaúba,Reserva Macauba,Zona Norte,2,1,1,43.0,155000.0,3604.6511627907,4441.08952445151,4316.94719953754
243020,Apartamento de 41m² com 02 quartos para locação   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,155000.0,3780.48780487805,4252.08579993765,7019.92781217448
244172,Apartamento de 42m² com 02 quartos para a locação e venda   Recanto das Palmeiras,Recanto das Palmeiras,Zona Leste,2,1,1,42.0,159000.0,3785.71428571429,3686.50793650794,4646.24632076016
216002,Apartamento de 41m² com 02 quartos para locação e venda   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,159000.0,3878.04878048781,4252.08579993765,7019.92781217448
230474,Apartamento de 41m² com 02 quartos para locação e venda   Reserva Real.,Reserva Real,Zona Sul,2,1,1,41.0,160000.0,3902.43902439024,4252.08579993765,7019.92781217448
201161,Apartamento de 34m² com 01 quarto à venda e locação   Vila Monte Alegre,Vila Monte Alegre,Zona Oeste,1,1,1,34.0,160000.0,4705.88235294118,5171.67916226382,4568.83198282477
170090,Apartamento de 65m² com 02 quartos para locação e venda   Planalto verde.,Jamil Seme Cury,Zona Norte,2,1,1,65.0,160000.0,2461.53846153846,2461.53846153846,4316.94719953754
235241,Apartamento de 41m² com 02 quartos para venda e locação   Conjunto Habitacional Sílvio Passalacqua,Conjunto Habitacional Silvio Passalacqua,Zona Oeste,2,1,1,41.0,160000.0,3902.43902439024,3620.71440927175,4568.83198282477
219830,Apartamento de 43m² com 02 quartos para locação e venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,43.0,160000.0,3720.93023255814,3530.62855692946,4316.94719953754
208166,Apartamento de 41m² com 02 quartos à venda condomínio Palácio Imperial   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,160000.0,3902.43902439024,4252.08579993765,7019.92781217448
149717,APARTAMENTO PRÓXIMO À AVENIDA INDEPENDÊNCIA,Vila Seixas,Centro,1,1,1,52.0,160000.0,3076.92307692308,4862.36131633665,4114.37759196461
229325,Apartamento de 41m² com 02 quartos para venda e locação   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,160000.0,3902.43902439024,4252.08579993765,7019.92781217448
171029,Apartamento de 02 quartos para locação   Campos Elíseos,Campos Eliseos,Zona Norte,2,1,1,47.0,165000.0,3510.63829787234,4308.89631323999,4316.94719953754
163343,APARTAMENTO PRÓXIMO AO ATACADÃO,Valentina Figueiredo,Zona Norte,2,1,1,42.0,165000.0,3928.57142857143,3736.9036213197,4316.94719953754
157112,Apartamento de 37m² com 01 quarto para locação e venda   Centro,Centro,Centro,1,1,1,37.0,170000.0,4594.5945945946,3969.0889863009,4114.37759196461
122978,Apartamento de 01 quarto para locação   Jardim Paulista,Jardim Paulistano,Zona Leste,1,1,1,51.0,170000.0,3333.33333333333,4354.41245373771,4646.24632076016
216524,Apartamento térreo de 40m² com 02 quartos para locação e venda   Jardim Ouro Branco,Jardim Ouro Branco,Zona Leste,2,1,1,40.0,170000.0,4250.0,4456.14834639336,4646.24632076016
172091,Apartamento de 48m² com 02 quartos   Bonfim Paulista,Jardim Sao Fernando,Zona Oeste,2,1,1,48.0,170000.0,3541.66666666667,4718.15476190476,4568.83198282477
130712,APARTAMENTO PRÓXIMO À RUA TAPAJÓS,Ipiranga,Zona Oeste,2,1,1,7.0,170000.0,24285.7142857143,4227.19529650629,4568.83198282477
99863,Apartamento duplex de 41m² com 01 quarto para venda e locação   Centro,Centro,Centro,1,1,1,41.0,170000.0,4146.34146341463,3969.0889863009,4114.37759196461
104543,Apartamento de 42m² com 02 quartos para venda e locação   Jardim Itaú,Jardim Itau,Zona Norte,2,1,1,42.0,170000.0,4047.61904761905,4105.97173905832,4316.94719953754
219431,Apartamento térreo de 42m² com 02 quartos para locação e venda   Recanto das Palmeiras,Recanto das Palmeiras,Zona Leste,2,1,1,42.0,170000.0,4047.61904761905,3686.50793650794,4646.24632076016
204398,Apartamento de 41m² com 02 quartos à venda   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,170000.0,4146.34146341463,4252.08579993765,7019.92781217448
168386,Apartamento de 40m² com 02 quartos para locação e venda   Reserva Real,Reserva Real,Zona Sul,2,1,1,40.0,170000.0,4250.0,4252.08579993765,7019.92781217448
14915,Apartamento com 53m² com 2 quartos à venda   Jardim Anhanguera,Jardim Anhanguera,Zona Leste,2,1,1,53.0,170000.0,3207.54716981132,4372.03682882804,4646.24632076016
98864,APARTAMENTO NA VILA VIRGNÍNIA,Vila Virginia,Zona Oeste,2,1,1,42.0,170000.0,4047.61904761905,4199.44386633332,4568.83198282477
232007,Apartamento de 46m² com 02 quartos para locação e venda   Parque São Sebastião,Parque Sao Sebastiao,Zona Leste,2,1,1,46.0,175000.0,3804.34782608696,4018.24997986766,4646.24632076016
236738,Apartamento de 37m² com 01 quarto para venda e locação   City Ribeirão,City Ribeirao,Zona Sul,1,1,1,37.0,175000.0,4729.72972972973,5481.73996829135,7019.92781217448
155732,APARTAMENTO PRÓXIMO À AVENIDA CARAMURU,Jardim Sumare,Zona Sul,2,1,1,49.0,179900.0,3671.42857142857,6366.17718327786,7019.92781217448
214370,Apartamento de 43m² com 02 quartos para locação e venda   Reserva Macaúba,Reserva Macauba,Zona Norte,2,1,1,43.0,180000.0,4186.04651162791,4441.08952445151,4316.94719953754
141767,Apartamento de 40m² com 02 quartos para locação   Parque dos Pinus,Parque dos Pinus,Zona Norte,2,1,1,40.0,180000.0,4500.0,4176.00482723577,4316.94719953754
231926,Apartamento de 47m² com 2 dormitórios à venda   Jardim Paulistano,Jardim Paulistano,Zona Leste,2,1,1,47.0,180000.0,3829.78723404255,4354.41245373771,4646.24632076016
152066,Apartamento de 02 quartos para locação   Jardim Zara,Jardim Zara,Zona Leste,2,1,1,42.0,180000.0,4285.71428571429,3994.52759311292,4646.24632076016
238904,Apartamento de 41m² com 02 quartos para locação   Residencial Jequitibá,Residencial Jequitiba,Zona Norte,2,1,1,41.0,180000.0,4390.24390243902,4751.76900217579,4316.94719953754
184286,Apartamento de 43m² com 02 quartos para locação e venda   Valentina Figueiredo,Valentina Figueiredo,Zona Norte,2,1,1,43.0,181000.0,4209.3023255814,3736.9036213197,4316.94719953754
192755,Apartamento de 41m² com 02 quartos para venda e locação   Residencial Jequitibá,Residencial Jequitiba,Zona Norte,2,1,1,41.0,185000.0,4512.19512195122,4751.76900217579,4316.94719953754
200132,Apartamento de 46m² com 02 quartos para locação e venda   Ipiranga,Ipiranga,Zona Oeste,2,1,1,46.0,190000.0,4130.4347826087,4227.19529650629,4568.83198282477
219533,Apartamento de 42m² com 02 quartos para a locação   Campos Elíseos,Campos Eliseos,Zona Norte,2,1,1,42.0,190000.0,4523.80952380952,4308.89631323999,4316.94719953754
173525,Apartamento de 41m² com 02 quartos para locação   Reserva Real,Reserva Real,Zona Sul,2,1,1,41.0,190000.0,4634.14634146342,4252.08579993765,7019.92781217448
234185,Apartamento de 42m² com 02 quartos para venda e locação   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,42.0,190000.0,4523.80952380952,3530.62855692946,4316.94719953754
201719,Apartamento de 42m² com 02 quartos á venda   Jardim Florestan Fernandes,Jardim Florestan Fernandes,Zona Norte,2,1,1,42.0,190000.0,4523.80952380952,4173.34114617131,4316.94719953754
177707,Apartamento de 42m² com 02 quartos para locação e venda   Residencial Parque dos Servidores,Residencial Parque dos Servidores,Zona Leste,2,1,1,42.0,191000.0,4547.61904761905,4474.21131539829,4646.24632076016
129248,Apartamento de 01 quarto para locação   Ribeirânia,Ribeirania,Zona Leste,1,1,1,46.0,191000.0,4152.17391304348,6622.45012983218,4646.24632076016
140438,Apartamento de 40m² com 2 quartos para locação e venda   Jardim Zara I,Jardim Zara,Zona Leste,2,1,1,40.0,191000.0,4775.0,3994.52759311292,4646.24632076016
225689,Apartamento de 42m² com 02 quartos para venda e locação   Jardim Santa Cecilia,Jardim Santa Cecilia,Zona Norte,2,1,1,42.0,195000.0,4642.85714285714,4420.63492063492,4316.94719953754
133355,Apartamento de 42m² com 02 quartos para locação   Residencial Jequitibá,Residencial Jequitiba,Zona Norte,2,1,2,42.0,195000.0,4642.85714285714,4751.76900217579,4316.94719953754
215573,Apartamento de 42m² com 02 quartos para venda e locação   Parque Industrial Lagoinha,Parque Industrial Lagoinha,Zona Leste,2,1,1,42.0,195000.0,4642.85714285714,4502.88532269356,4646.24632076016
95588,Apartamento de 61m² com 03 quartos à venda   Ipiranga,Ipiranga,Zona Oeste,3,1,2,61.0,197000.0,3229.50819672131,4227.19529650629,4568.83198282477
216308,Apartamento de 43m² com 02 quartos para locação   Jardim Interlagos,Jardim Interlagos,Zona Leste,2,1,1,43.0,198000.0,4604.6511627907,4158.11293993337,4646.24632076016
181100,Apartamento de 58m² com 02 quartos para locação e venda   Jardim Zara,Jardim Zara,Zona Leste,2,2,1,58.0,198000.0,3413.79310344828,3994.52759311292,4646.24632076016
235439,Apartamento de 42m² com 02 quartos para locação e venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,42.0,199000.0,4738.09523809524,3530.62855692946,4316.94719953754
236171,Apartamento mobiliado de 195m² com 03 suítes para locação e venda   Residencial Alto do Ipê,Residencial Alto do Ipe,Zona Sul,3,5,5,195.0,2000000.0,10256.4102564103,8694.05961893228,7019.92781217448
177215,Apartamento de 197m² com 03 suítes à venda   Jardim Olhos D`Água II,Jardim Olhos DAgua,Zona Sul,3,4,2,197.0,2100000.0,10659.8984771574,9706.16858313729,7019.92781217448
231245,Apartamento de 237m² com 03 suítes para venda   Ilhas do Sul,Jardim Ilhas do Sul,Zona Sul,3,6,4,237.0,2390000.0,10084.388185654,8797.52735990227,7019.92781217448
229565,Apartamento de 237m² com 03 suítes para venda e locação   Ilhas do Sul,Jardim Ilhas do Sul,Zona Sul,3,5,4,237.0,2400000.0,10126.582278481,8797.52735990227,7019.92781217448
177431,Apartamento de 237m² com 03 suítes para venda e locação   Jardim Ilhas do Sul,Jardim Ilhas do Sul,Zona Sul,3,6,4,237.0,2500000.0,10548.5232067511,8797.52735990227,7019.92781217448
237842,Apartamento de 42m² com 02 quartos para locação e venda   Jardim Heitor Rigon,Jardim Heitor Rigon,Zona Norte,2,1,1,42.0,200000.0,4761.90476190476,3530.62855692946,4316.94719953754
205103,Apartamento studio novo de 29m² para locação   Jardim Palma Travassos,Jardim Palma Travassos,Zona Leste,1,1,1,29.0,200000.0,6896.55172413793,4725.02380139251,4646.24632076016
205097,Apartamento novo com 01 quarto para locação   Jardim Palma Travassos,Jardim Palma Travassos,Zona Leste,1,1,1,29.0,200000.0,6896.55172413793,4725.02380139251,4646.24632076016
222980,Apartamento de 47m² com 02 quartos para locação e venda   Jardim José Figueira,Jardim Jose Figueira,Zona Norte,2,1,1,47.0,200000.0,4255.31914893617,3693.30137947159,4316.94719953754
213800,Apartamento de 69m² com 02 quartos para locação   Jardim Anhanguera,Jardim Anhanguera,Zona Leste,2,2,1,69.0,200000.0,2898.55072463768,4372.03682882804,4646.24632076016
151526,Apartamento de 46m² com 01 quarto para locação   Centro,Centro,Centro,1,1,1,46.0,200000.0,4347.82608695652,3969.0889863009,4114.37759196461
208142,Apartamento de 43m² com 02 quartos para locação e venda   Reserva Macaúba,Reserva Macauba,Zona Norte,2,1,1,43.0,200000.0,4651.16279069768,4441.08952445151,4316.94719953754
101228,Apartamento de 48m² com 01 quarto para venda e locação   Centro,Centro,Centro,1,1,1,48.0,202000.0,4208.33333333333,3969.0889863009,4114.37759196461
76544,Apartamento de 59m² com 02 dormitórios para locação e venda   Jardim Independência,Independencia,Zona Norte,2,1,1,59.0,203000.0,3440.6779661017,3844.6605743041,4316.94719953754
231905,Apartamento semi mobiliado de 42 m² com 02 quartos para locação   Jardim Santa Cecilia,Jardim Santa Cecilia,Zona Norte,2,1,1,42.0,205000.0,4880.95238095238,4420.63492063492,4316.94719953754
32585,Apartamento de 45m² de 1 quarto para locação e venda   Centro,Centro,Centro,1,1,1,45.0,210000.0,4666.66666666667,3969.0889863009,4114.37759196461
214490,Apartamento de 46m² com 01 suíte para locação e venda   Jardim Botânico,Jardim Botanico,Zona Sul,1,1,1,46.0,210000.0,4565.21739130435,7403.36272123417,7019.92781217448
177458,Apartamento de 48m² com 02 quartos para locação e venda   Bonfim Paulista,Jardim Sao Fernando,Zona Oeste,2,1,1,48.0,212000.0,4416.66666666667,4718.15476190476,4568.83198282477
108008,Apartamento de 46m² com 01 quarto para locação e venda   Centro,Centro,Centro,1,1,1,46.0,212000.0,4608.69565217391,3969.0889863009,4114.37759196461
213941,Apartamento de 39m² com 02 quartos para locação   Jardim Diva Tarlá de Carvalho,Jardim Diva Tarla de Carvalho,Zona Norte,2,1,1,39.0,215000.0,5512.82051282051,3667.24240741883,4316.94719953754
210011,Apartamento de 46m² com 02 quartos para locação e venda   Reserva Sul,Reserva Sul Condominio,Zona Sul,2,1,1,46.0,215000.0,4673.91304347826,4662.25639219501,7019.92781217448
99815,Apartamento de 53m² com 02 quartos á venda   Parque Bandeirantes,Parque dos Bandeirantes,Zona Leste,2,1,1,53.0,215000.0,4056.60377358491,4072.45658506483,4646.24632076016
222716,Apartamento de 43m² com 02 quartos para locação   Loteamento Santa Marta,Loteamento Santa Marta,Zona Norte,2,1,1,43.0,220000.0,5116.27906976744,5386.60691471388,4316.94719953754
179675,Apartamento de 56m² com 02 quartos para locação e venda   Chácaras Pedro Corrêa de Carvalho,Chacaras Pedro Correa de Carvalho,Zona Norte,2,2,1,56.0,224400.0,4007.14285714286,4124.52491399826,4316.94719953754
140462,Apartamento de 49m² com 02 quartos para locação e venda   Jardim Ouro Branco,Jardim Ouro Branco,Zona Leste,2,1,1,49.0,225000.0,4591.83673469388,4456.14834639336,4646.24632076016
144257,Apartamento de 54m² com 02 quartos para venda   Parque Industrial Lagoinha,Parque Industrial Lagoinha,Zona Leste,2,1,1,54.0,229000.0,4240.74074074074,4502.88532269356,4646.24632076016
215207,Apartamento de 42m² com 02 quartos para locação   Parque dos Servidores II,Residencial Parque dos Servidores,Zona Leste,2,1,1,42.0,230000.0,5476.19047619048,4474.21131539829,4646.24632076016
241955,Apartamento de 56m² com 02 quartos sendo 01 suíte para locação e venda   Chácaras Pedro Corrêa de Carvalho,Chacaras Pedro Correa de Carvalho,Zona Norte,2,2,1,56.0,230000.0,4107.14285714286,4124.52491399826,4316.94719953754
238013,Apartamento semi mobiliado de 44m² com 02 quartos para locação e venda   Residencial Greenville,Residencial Greenville,Zona Norte,2,1,1,44.0,230000.0,5227.27272727273,4670.88804474239,4316.94719953754
80627,Apartamento de 52m² com 1 quarto   Vila Seixas,Vila Seixas,Centro,1,1,1,52.0,235000.0,4519.23076923077,4862.36131633665,4114.37759196461
134555,Apartamento de 44m² com 01 quarto à venda   Jardim Paulista,Jardim Paulista,Zona Leste,1,1,1,44.0,235000.0,5340.90909090909,4839.65243893052,4646.24632076016
92267,Apartamento de 62m² com 03 quartos sendo 01 suíte para locação   Presidente Médici,Presidente Medici,Zona Leste,3,2,1,62.0,235000.0,3790.32258064516,4508.64185474962,4646.24632076016
202643,Apartamento de 42m² com 01 quarto para locação e venda  Jardim Califórnia,Jardim California,Zona Sul,1,1,1,42.0,237000.0,5642.85714285714,7048.58207831218,7019.92781217448
67985,Apartamento de 90m² com 03 quartos para locação   Vila Seixas,Vila Seixas,Centro,3,2,1,90.0,240000.0,2666.66666666667,4862.36131633665,4114.37759196461
151487,Apartamento de 59m² com 2 quartos á venda   Parque Industrial Lagoinha,Parque Industrial Lagoinha,Zona Leste,2,1,1,59.0,240000.0,4067.79661016949,4502.88532269356,4646.24632076016
106730,Apartamento de 78m² com 02 dormitórios para locação e venda   Centro,Centro,Centro,2,2,1,78.0,240000.0,3076.92307692308,3969.0889863009,4114.37759196461
92387,Apartamento de 68m² com 03 quartos para locação e venda   Centro,Centro,Centro,3,3,1,68.0,243000.0,3573.52941176471,3969.0889863009,4114.37759196461
121742,Apartamento de 47m² com 02 quartos para locação e venda   Residencial Greenville,Residencial Greenville,Zona Norte,2,1,1,47.0,245000.0,5212.76595744681,4670.88804474239,4316.94719953754
210491,Apartamento de 34m² com 01 suíte à venda   Jardim Irajá,Jardim Iraja,Zona Sul,1,2,2,34.0,245000.0,7205.88235294118,5843.60369977321,7019.92781217448
196271,Apartamento de 69m² com 01 quarto para locação   Centro,Centro,Centro,1,1,1,69.0,248000.0,3594.20289855073,3969.0889863009,4114.37759196461
115106,Apartamento de 02 quartos para locação   Jardim Independência,Independencia,Zona Norte,2,1,1,59.0,250000.0,4237.28813559322,3844.6605743041,4316.94719953754
233162,Kitnet de 32m² para locação   Nova Ribeirânia,Nova Ribeirania,Zona Leste,1,1,1,32.0,250000.0,7812.5,6636.64015183677,4646.24632076016
162326,Apartamento de 42m² com 02 quartos para locação e venda   Residencial Parque dos Servidores,Residencial Parque dos Servidores,Zona Leste,2,1,1,42.0,250000.0,5952.38095238095,4474.21131539829,4646.24632076016
74117,Apartamento de 39m² com 01 quarto para locação   Jardim Califórnia,Jardim California,Zona Sul,1,1,1,39.0,250000.0,6410.25641025641,7048.58207831218,7019.92781217448
216728,Apartamento de 66m² com 02 quartos para venda   Centro,Centro,Centro,2,2,1,66.0,250000.0,3787.87878787879,3969.0889863009,4114.37759196461
241628,Apartamento de 54m² com 02 quartos para locação e venda   Reserva Sul Condomínio,Reserva Sul Condominio,Zona Sul,2,1,1,54.0,250000.0,4629.62962962963,4662.25639219501,7019.92781217448
89372,Apartamento de 34m² com 01 quarto para locação   Jardim Irajá,Jardim Iraja,Zona Sul,1,1,1,34.0,250000.0,7352.94117647059,5843.60369977321,7019.92781217448
122543,Apartamento de 45m² com 02 quartos para locação e venda   Jardim Manoel Penna,Jardim Manoel Penna,Zona Leste,2,1,1,45.0,254400.0,5653.33333333333,4812.40737129408,4646.24632076016
164219,Apartamento de 48m² com 02 quartos para locação e venda   Bonfim Paulista,Jardim Sao Fernando,Zona Oeste,2,1,1,48.0,256000.0,5333.33333333333,4718.15476190476,4568.83198282477
201494,Apartamento de 49m² com 02 quartos para venda e locação   Campos Eliseos,Campos Eliseos,Zona Norte,2,1,1,49.0,260000.0,5306.12244897959,4308.89631323999,4316.94719953754
66623,Apartamento de 58m² com 02 quartos para locação para venda   Jardim Paulista,Jardim Paulista,Zona Leste,2,1,1,58.0,270000.0,4655.1724137931,4839.65243893052,4646.24632076016
106151,Apartamento de 62m² com 02 quartos para locação e venda   Palmares,Residencial e Comercial Palmares,Zona Leste,2,2,2,62.0,270000.0,4354.83870967742,3830.73455662616,4646.24632076016
205616,Apartamento térreo de 63m² com 02 quartos para locação   Ipiranga,Ipiranga,Zona Oeste,2,2,1,63.0,270000.0,4285.71428571429,4227.19529650629,4568.83198282477
191324,Apartamento de 49 m² com 02 quartos   Campos Elíseos,Campos Eliseos,Zona Norte,2,1,1,49.0,270000.0,5510.20408163265,4308.89631323999,4316.94719953754
157829,Apartamento 56m² com 02 quartos para locação   Parque São Sebastião,Parque Sao Sebastiao,Zona Leste,2,1,1,56.0,270000.0,4821.42857142857,4018.24997986766,4646.24632076016
157823,Apartamento de 56m² com 02 quartos á venda   Parque São Sebastião,Parque Sao Sebastiao,Zona Leste,2,1,1,56.0,270000.0,4821.42857142857,4018.24997986766,4646.24632076016
117320,Apartamento de 01 quarto para locação   Jardim Irajá,Jardim Iraja,Zona Sul,1,1,1,34.0,275000.0,8088.23529411765,5843.60369977321,7019.92781217448
234554,Apartamento de 48m² com 02 quartos para locação e venda   Parque das Oliveiras II,Parque das Oliveiras II,Zona Norte,2,1,1,48.0,280000.0,5833.33333333333,6122.9035639413,4316.94719953754
220703,Apartamento de 43m² com 02 quartos para locação   Recreio das Acácias,Reserva Sao Jose,Zona Norte,2,1,1,43.0,280000.0,6511.62790697674,6267.81462822185,4316.94719953754
233861,Apartamento de 50m² com 02 quartos para locação e venda   Geraldo Corre de Carvalho,Chacaras Bonacorsi,Zona Norte,2,1,1,50.0,280000.0,5600.0,5600.0,4316.94719953754
60092,Apartamento de 02 quartos para locação   Residencial Florida,Residencial Florida,Zona Sul,2,2,1,65.0,280000.0,4307.69230769231,4586.9287610429,7019.92781217448
86867,Apartamento de 64m² com 02 quartos para locação e venda   Jardim Paulista,Jardim Paulistano,Zona Leste,2,2,1,64.0,280000.0,4375.0,4354.41245373771,4646.24632076016
126392,Apartamento mobiliado de 37m² com 01 quarto para venda e locação   Nova Aliança,Nova Alianca,Zona Sul,1,1,1,37.0,280000.0,7567.56756756757,7235.27815404702,7019.92781217448
154574,Apartamento térreo de 85m² com 02 quartos para locação e venda   Jardim Zara,Jardim Zara,Zona Leste,2,2,1,85.0,280000.0,3294.11764705882,3994.52759311292,4646.24632076016
215369,Apartamento de 45m² com 01 quarto para locação e venda   Nova Aliança,Nova Alianca,Zona Sul,1,1,1,45.0,280000.0,6222.22222222222,7235.27815404702,7019.92781217448
161924,Apartamento mobiliado de 40m² com 01 quarto para locação   Jardim Califórnia,Jardim California,Zona Sul,1,1,1,40.0,280000.0,7000.0,7048.58207831218,7019.92781217448
